Brenda Boykin,Be My Lover,0.843296,0.593899
JennyAnyKind,In A Village Square,0.716753,0.593994
David Hudson,Didgeralia,0.209737,0.594154
Margaret Becker,Cave It In,0.62147,0.594623
Gal Costa,Noites Cariocas (Minhas Noites Sem Sono),0.91357,0.595029
Freddie McGregor,Cover For Me,0.783731,0.595895
Redman,Jam 4 U,0.66067,0.59601
Eminem,Ricky Ticky Toc,0.522376,0.596239
Ellen McIlwaine,Spontanous Combustion,0.769818,0.596264
Yvette,Je me sens libre,0.433401,0.596765
Jimmy Riley,Amaze,0.667875,0.59718
Los Iracundos,Adios...Borron Y Cuenta Nueva,0.515405,0.597272
Michelle Tumes,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),0.333274,0.597562
20/20,It Goes On,0.367428,0.597719
The Impressions,Ridin' High,0.793297,0.598019
Bebe Winans,Love Thing,0.396083,0.598208
Smiley,Come On Shake My Feelin',0.676383,0.598224
Janis Joplin,Get It While You Can,0.662523,0.598228
Bill Laswell,Slow Murder,0.387183,0.598404
N.W.A.,A B***** Is A B***** (Edited),0.80905,0.598625
Fehlfarben,The Tarnished Angels (remastered),0.331894,0.598738
Pepper,Freeze,0.691096,0.599278
A Ghost Devotion,Need Not,0.3422,0.599427
Shaggy,Still Caah Nicer Dan Yard,0.582844,0.599613
Murskahumppa,Ota kiinni,0.298509,0.599756
Lady Saw,Bare As You Dare,0.759616,0.599925
Danny Elfman,The Kingdom - Titles,0.478824,0.599984
Chris Brown,Talking Drum (Isea '95),0.591454,0.599985
Bob Carlisle,Somewhere,0.227686,0.600081
Singing Melody,All They Want,0.780439,0.600164
Mighty Diamonds,Free Africa,0.729859,0.600179
Tom Cochrane,What's In You?,0.749099,0.600195
Kathleen Madigan,Religion,0.494163,0.600207
Coldplay,Don't Panic,0.42311,0.600466
Three 6 Mafia,Let's Plan A Robbery,0.434068,0.600509
Jonny Lang,One Person At A Time,0.810091,0.600526
Kool Moe Dee,Knowledge Is King,0.52513,0.600588
Slightly Stoopid,Jimi Baby,0.345651,0.600795
Novika,Mikawa Miya,0.529338,0.601031
The Jets,Curiosity,0.950047,0.601166
Aeoliah,For Your Passion My Love,0.851335,0.601352
Tyrone Taylor,Members Only,0.51749,0.601623
Boyz II Men,On Bended Knee,0.258966,0.601659
Jawoll,Rendezvous - Ich hab' Dich seit langem nicht gesehen,0.472254,0.601691
Coraleena Ellis,Wide Awake In A Dream,0.809789,0.601902
Vrse Murphy,Cremona (Instrumental),0.902327,0.602007
Chris Farlowe,What You Gonna Do - Original,0.673824,0.602234
Event Horizon,Endless Ocean,0.511606,0.602237
Snow Patrol,Chasing Cars,0.108421,0.60285
Deepest Blue,Is It A Sin,0.653782,0.602857
PMD,The Awakening (Clean),0.956239,0.602921
Tommy Sands,Sing Boy Sing,0.353339,0.602922
Alexis HK,Maudits anglois,0.445326,0.602962
Arco Iris,Felicidades,0.958515,0.603322
Placebo,Hardly Wait,0.44748,0.603466
Mistress,Shovel,0.10069,0.603579
themselves,You Devil You,0.233932,0.60362
Fenton Robinson,Somebody Loan Me A Dime,0.853873,0.604225
Eagles,I Don't Want To Hear Any More,0.76519,0.604554
Malkit Singh,Akh Larh Gayee,0.969624,0.604628
Glen Ricks,Magic Carpet Ride - Original,0.788938,0.604786
Frl.Menke,Sehnsuchtsexpress,0.88251,0.604929
Kenny Neal,Since I Met You Baby,0.795494,0.605
Beto Cuevas,Mentira,0.495547,0.605276
Webb Wilder,Too Cool for Love,0.652734,0.605518
Sister Rosetta Tharpe,Oh The Joy That Came To Me,0.932327,0.605542
Michael Bloomfield,Buried Alive In The Blues,0.695362,0.605557
Smidi Beats,Grin'in In Ya Face,0.765088,0.605696
Alexis HK,Le Diable,0.682931,0.606143
Nestor Torres,Lluvias De Cristal,0.493651,0.606168
JK,You Make Me Feel Good ,0.945538,0.606188
JK,You Make Me Feel Good ,0.945538,0.606188
Devo,Soo Bawlz,0.629009,0.606362
Patricia Kaas,Elle Voulait Jouer Cabaret,0.500754,0.606577
Eurythmics,Tous Les Garçons Et Les Filles,0.204283,0.606738
Clarisse Lavanant,Beaux parleurs,0.740319,0.606781
Alexander O'Neal,When A Man Loves A Woman,0.33818,0.606882
Max Stalling,Girl by the Lake,0.695529,0.607113
Tim Wilson,Uncle B.S. - 1963,0.409111,0.607151
Camp Lo,Bubblin' (Anita Demo),0.636382,0.607353
Bob Marley,Lively Up Yourself,0.904547,0.607587
Mink DeVille,She's So Tough,0.700717,0.607719
Soda Stereo,Entre Caníbales,0.585415,0.607733
Orbital,Are We Here ?,0.328954,0.608254
The Cars,Drive,0.504408,0.608711
James Hunter,Cowboy Ways,0.898057,0.60881
Dead Prez,Assassination,0.77037,0.60907
Orquesta Broadway,El Termometro,0.965231,0.609119
Warner mack,How Long Will It Take,0.789577,0.609224
Krystof,Star,0.486621,0.609476
Ronnie Milsap,Why Don't You Spend The Night,0.500215,0.609531
George Harrison,Baltimore Oriole (2004 Digital Remaster),0.453257,0.609537
Jean Segurel,Bourrée des Monts d'Aubrac,0.975179,0.60958
Santana,Let It Shine,0.889899,0.609614
Three-6 Mafia,We Got Da Dope,0.851173,0.609693
Candlebox,Lover Come Back To Me,0.358949,0.609775
Major Lance,Come See,0.92454,0.609995
Gene Simmons,Bad Boy Willie,0.944221,0.610777
David Saylor,This Time,0.44294,0.611088
Biddu,Baat Ban Jaye,0.976337,0.611352
Royal S,I.A.I,0.510555,0.611534
A-FS,Get it Right,0.91164,0.611766
Les Paul_ Mary Ford,Goofus,0.952765,0.611965
Simon & Garfunkel,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),0.809993,0.612097
The Galactic Heroes,Cherokee,0.937511,0.612521
Tito Rodriguez,Mango Del Monte,0.69949,0.612614
Los Iracundos,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),0.960521,0.613021
SNAP!,Beauty Queen (12 Spoon Club Mix),0.43046,0.61312
Hinge,Pork Chop Sandwich,0.136482,0.61344
Alex,Cumpagno 'e cella,0.362481,0.614024
Blue Rodeo,Mystic River,0.61503,0.614298
Incubus,Just A Phase,0.240052,0.614622
FU-Schnickens,Heavenly Father,0.401898,0.61503
Righteous Brothers,Harlem Shuffle,0.562923,0.615065
Vilma Palma e Vampiros,Te quiero tanto,0.829114,0.615247
Kelly Clarkson,Never Again,0.439536,0.615949
Atman,Luminous Bliss,0.178645,0.616644
Pinch feat. Rudey Lee,Step 2 It,0.693358,0.616707
Bare Jr.,Tobacco Spit,0.278298,0.616937
Nicholas,Poaki,0.96076,0.617248
Billie Jo Spears,What I've Got In Mind,0.902906,0.617271
Danny Davis & The Boys,The Golden Sea,0.763351,0.617416
C.J. Chenier,Banana Man,0.743605,0.617443
BoDeans,You Don't Get Much,0.372656,0.618267
Andreas Dorau,Du Verstehst Mich Nicht,0.886118,0.618301
Juice Leskinen,Marilyn,0.770363,0.618556
Ionics,Roll Back The Rug,0.537023,0.618648
Sui Generis,Zapando Con La Gente,0.277857,0.619548
El Gran Silencio,Ayer,0.917786,0.619675
Zeromancer,Mosquito Coil,0.296101,0.619729
Mobb Deep,Where Ya Heart At,0.50433,0.620291
SUE THOMPSON,James (Hold The Ladder Steady),0.964015,0.620655
The Mustangs,So Many Roads,0.538544,0.62077
Junior Kimbrough,Meet Me in the City,0.32905,0.620827
Anna Vissi,Den Me Agapas,0.513141,0.620864
Janis Joplin,Down On Me,0.586581,0.620868
Amalia Avgoustaki,Dimitroula,0.854151,0.621167
Papa Wemba,Bakwetu,0.796445,0.621465
Mikey Dread,Have you got a Minute to spare,0.918625,0.621577
André Minvielle,Les Chaudrons,0.556724,0.621799
Los Iracundos,Candilejas,0.459911,0.621892
Pale Forest,Karma Violins,0.168608,0.622025
Snow Patrol,Shut Your Eyes,0.37046,0.622406
Billie Jo Spears,Lizzie And The Rain Man,0.602373,0.62241
Crazy Horse,Scratchy (Takes 1-3 / bonus track),0.243533,0.622571
Mavado,Real McKoy Feat. Busy Signal,0.568651,0.622718
Tania Maria,Vem Pr'a Roda,0.531278,0.622723
Ziggy Marley And The Melody Makers,Namibia,0.966746,0.622872
Bad Company,Rock Steady,0.816761,0.623064
Plagia,Floripa,0.068629,0.623364
A-Studio,S.O.S.,0.70937,0.623524
White Heart,Hold On,0.916368,0.623912
Stevie Ray Vaughan And Double Trouble,Come On (Pt. III),0.698394,0.624266
Hiram Bullock,Voodoo Chile,0.524536,0.624315
Nu Flavor,Sprung (Cibola Mix W/ Rap),0.709248,0.624691
All Time Low,Umbrella,0.712725,0.624694
CoCo Lee,Killing Me Softly With His Song,0.182456,0.624792
Poncho Sanchez,Manteca,0.886251,0.624947
Jeremy Spencer,Maria De Santiago,0.390249,0.625225
The Cardigans,Paralyzed,0.166759,0.625346
Deitrick Haddon,Don't Take Your Spirit Away,0.890843,0.625361
The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),0.960177,0.626123
Loudermilk,Mai,0.254307,0.626265
Wes King,Cover To Cover,0.760295,0.626315
Sean Quinn,Skyline,0.031005,0.626358
Paso Doble,Kleine Killer,0.936376,0.626413
Love Jones,Matter Of Fact,0.621732,0.626435
Kraftwerk,Autobahn (Live),0.18487,0.626446
Los Chichos,El Te Daba Mala Vida,0.813286,0.626715
Arika Kane,Here With Me,0.350715,0.627101
Danny Diablo feat. Puerto Rican Myke,31 - 40,0.492977,0.627302
Arco Iris,Canción del Arco Iris,0.677793,0.6278
The Steeles,On The Road To Emmaus,0.372551,0.628102
Delroy Wilson,Baby You Got What It Takes - Original,0.776669,0.628575
Mazz,Con La Tinta De Mi Sangre,0.862652,0.628602
DJ Quik,Pacific Coast Remix,0.488734,0.628997
Jean Segurel,Sous les chataigniers,0.969727,0.629181
Ray Barretto,Vaya (Live At The Beacon Theatre),0.845387,0.629521
2raumwohnung,Lachen und weinen,0.233528,0.629735
Jim Kweskin,Eight More Miles To Louisville,0.722765,0.629758
Mobb Deep,Up North Trip,0.80301,0.62993
Jimmy Riley,Simple Communication,0.730361,0.629933
Los Rumberos Catalanes,Yo Te Camelo,0.861512,0.629969
Alicia Keys,Heartburn,0.814146,0.629981
Apache Indian,Badd Indian,0.574572,0.630353
Clp,Insatiable (Instrumental Version),0.587375,0.630574
Gene Simmons,Haunted House,0.977953,0.631572
Joy Division,A Means To An End [Live at Birmingham University] [2007 Re-mastered],0.451735,0.631683
Bill & Gloria Gaither,He Will Lead His Children Home,0.694335,0.632041
André Verchuren,Maria Morena,0.803022,0.632787
Marc Lavoine,C'est La Vie,0.945525,0.632916
Beastie Boys,Get It Together,0.724008,0.633037
Junie,Rappin' About Rappin' (Uh-Uh-Uh),0.923878,0.633268
Joe Satriani,Just Like Lightnin',0.345653,0.633437
Little Feat,Down On The Farm (2006 Remastered Edit Version),0.753351,0.633462
Solistiyhtye Suomi,Teräslintu,0.937244,0.633476
Stephen Marley / Damian Marley,The Traffic Jam,0.718477,0.633831
Micachu,Just In Case,0.884374,0.634584
Shriekback,Running On The Rocks,0.538465,0.634638
Pursuit Of Happiness,No Safe Place,0.716584,0.634891
Robben Ford,Spoonful,0.699464,0.634927
Alfredo Gutiérrez,Linda mariposa,0.967272,0.635129
Cam'Ron / Juelz Santana,Losing Weight Part 2,0.419784,0.635502
Ed Calle,Bar Talk,0.466701,0.63594
Tinariwen,Tenhert,0.744228,0.636145
Bob Crosby,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),0.673668,0.636206
Placebo,Where Is My Mind (XFM Live Version),0.192276,0.636263
RUN-DMC,Can I Get A Witness,0.412808,0.636387
The Chap,What's Love Got to Do With It,0.836403,0.636927
California Oranges,Feel Better,0.619622,0.637083
The Jeff Healey Band,Hoochie Coochie Man,0.632284,0.637244
Red Foley,Choc'late Ice Cream Cone,0.968806,0.63728
Leroy Hutson,Ella Weez,0.874329,0.637331
Frankie Negron,Comerte A Besos (Bachata Version),0.873869,0.637575
Knack,Everything I Do,0.386918,0.637728
Kashief Lindo,If You Think You Are Lonely Now,0.4715,0.637811
Moonspell,Tired,0.180651,0.638333
Katie Armiger,Love Without Fear,0.586616,0.63869
Blink-182,All Of This,0.677872,0.639133
Jacques Dutronc,Transes-Dimanche,0.847477,0.63933
Hank Locklin,Filipino Baby,0.925889,0.639368
Miranda Lee Richards,The Long Goodbye,0.26915,0.639586
Carl Smith,If You Don't Somebody Else Will,0.900636,0.639698
The Police,Man In A Suitcase,0.951018,0.639872
Charlie Peacock,Hot Night Downtown,0.877346,0.640194
The Sensational Alex Harvey Band,Delilah,0.73421,0.640411
Despina Vandi,OUTE ENA EFHARISTO,0.338961,0.640567
Kapelle Herrenweide,Humppa,0.760895,0.641601
Brand X,Liquid Time (composition by John Goodsall),0.449558,0.641755
Inspiral Carpets,Commercial Reign,0.81128,0.642074
Christos Dantis,Den Pai Alo,0.657324,0.642093
Babbu Maan,Kudian Kudian,0.899418,0.642121
Kurupt_ Rosco_ Jayo Felony & 40 Glocc,She Flock To Me,0.899223,0.642154
Sigmatropic,The Blue Side of The Sun,0.508023,0.642234
Shinehead,World Of The Video Game,0.860673,0.642606
Rihanna,Music Of The Sun,0.642185,0.642862
Marvin Sapp,Smile,0.52106,0.643066
Xzibit featuring Jayo Felony and Method Man,Pu**y Pop,0.772605,0.643076
Lionel Richie,In My Dreams,0.85418,0.643172
Singing Melody,I Never Know,0.786207,0.643494
Usher,Trading Places,0.327,0.64402
Planet P Project,Pink World,0.623766,0.644111
Royal Bubble Orchestra,Too Bad,0.475401,0.644224
Jimmy Burns,Groovin' With Jimmy,0.698743,0.644586
Harry Diboula,Rendez-Vous,0.451796,0.644985
Bröderna Djup,Ovanlär,0.832562,0.645214
Nick Cave & The Bad Seeds,Rock Of Gibraltar,0.53657,0.645239
Al Denson,Rain Love,0.495219,0.645563
Dave Hollister,I'm Wrong,0.606448,0.645746
Juan Carlos Baglietto,Estas Listo,0.771323,0.645766
Bomb Squad,Never Be (Bonus Track),0.619026,0.645837
Ideal,Roter Rolls Royce,0.654051,0.646472
Oldelaf et Monsieur D,La fête à la prison,0.506393,0.646538
Professor Longhair,No Buts - No Maybes,0.958642,0.646584
Busdriver featuring Abstract Rude & Ellay Khule,Map Your Psyche,0.582509,0.646944
DJ Icey,A Little Louder,0.576127,0.64751
Fuzz,De pie,0.209694,0.64753
Avril Lavigne,Innocence,0.371126,0.647673
DJ Slugo,Where the Rats 3,0.134787,0.647745
Los Chichos,Vuelve Junto A Mi,0.765667,0.647801
Franco,Forever,0.448214,0.647819
George Lopez,Memmer?... U Memmer!,0.394489,0.647835
Cake,Alpha Beta Parking Lot,0.84027,0.647906
Frankee,Gotta Man,0.734903,0.648268
El Gran Silencio,Recordar Es Vivir,0.71236,0.648275
Tanto Metro & Devonte,The Story (get It On),0.764183,0.648324
Danny Wilson,Spencer-Tracey,0.54637,0.64852
Max Melvin,Someday,0.398471,0.648658
Selena,Estoy Contigo,0.803178,0.648734
Faithless,I Want More - Part 1,0.714921,0.649433
CoCo Lee,Sunny Day,0.252605,0.649675
A Tundra,The Doug McComb Over,0.307066,0.650018
AFS,Mother's Day Part 1,0.708196,0.65004
The Presets,If I Know You,0.322018,0.650095
JennyAnyKind,Young Boy Blues,0.429947,0.650277
Pitch Black,Harmonia,0.18875,0.650709
Oesch's die Dritten,Die berüehmte drü Wörtli,0.885594,0.650897
Nelson Ned,Mi Sangre Latino,0.628733,0.650925
Tesla,Gettin' Better,0.267898,0.651027
Angels,Tulip,0.245817,0.651529
Nybbl,Such Grand Ideas,0.188078,0.651611
Bounty Killer,Coppershot,0.840925,0.651735
Lily Allen,U Killed It,0.589399,0.651777
Liquid Soul,Dysfunction,0.548418,0.651869
The New York Dolls,Stranded In The Jungle,0.383998,0.651959
Bill Perry,Man  On The Side,0.432578,0.652035
Chris Brown,I Love U,0.594005,0.652457
Natural Elements,More Than Vocals (MTV),0.335331,0.652968
Scott Matthews,Underlying Lies,0.236795,0.653189
Cama,In This Life,0.74622,0.653255
Mindy McCready,Be With Me,0.586615,0.653499
Little Eva,The Loco-Motion,0.933239,0.653585
Smash Palace,Death of Me,0.608439,0.653885
The Mighty Clouds Of Joy,I've Come This Far by Faith,0.867413,0.653918
Doyle Bramhall,Ooh Wee Baby,0.225105,0.654118
Les Bonapartes,Welcome,0.039894,0.65458
Photek,124,0.182189,0.654689
Randy Stonehill,Get Together - Album Version,0.782225,0.654849
Corey / Shaquille O'Neal,MVP,0.739722,0.654951
Broadcast,Guardian Angel,0.648123,0.654979
Rick Ross,They Know (Remix),0.630694,0.655488
Hacken Lee,He Jiu Bi Hun,0.384753,0.655515
Les Hurlements D'leo,10 $ Bill,0.422258,0.655759
Matteo Bonfanti e i maledetti,Plaza de Mayo,0.902739,0.655929
Wyclef Jean,Something About Mary,0.6126,0.656675
Stevie Ray Vaughan,Crossfire,0.905406,0.656864
Santana,Acapulco Sunrise,0.939782,0.657204
T-Bone,Blue Moon,0.970017,0.657275
Abijah,The Rock,0.701394,0.657397
Akon,Over The Edge,0.288743,0.657478
Catupecu Machu,Abstracto,0.377413,0.657525
Mazz,Borrare Tu Nombre,0.797466,0.657896
Britney Spears,3,0.800158,0.657929
White Heart,Edge Of The Dream (Emergency Broadcast Album Version),0.535593,0.65813
Symphony in Peril,Inherent Scars,0.039255,0.658205
Fudge Tunnel,Spanish Fly,0.430615,0.658279
Zuma,Inferior (Late Night Version),0.505949,0.658322
Jimmy Johnson,Country Preacher,0.88116,0.658389
Joe McBride,One Eyed Jack,0.525325,0.658577
Ragheb Alama,A'chek Ouyounik (2009 Digital Remaster),0.872316,0.659212
Jean-Jacques Goldman,La Vie Par Procuration,0.36645,0.65928
Jeff Beck Group,Jody,0.775729,0.659402
Chris Standring,Say What!?!,0.647349,0.659452
Kékélé,Yo Odeconer,0.899718,0.659656
S.U.P,Insanity,0.039401,0.660212
Cobra Killer,Kick Jump - Part Jump,0.298334,0.660282
Seal,Whirlpool [Live],0.595373,0.66029
Zombina & The Skeletons,Sea Of Heartbreak,0.291586,0.660985
Massive Töne,Notausgang (feat. TimXtreme),0.910797,0.661185
Fehlfarben,Magnificent Obsession,0.962877,0.661377
Götterdämmerung,Skincree,0.813739,0.661416
Janet Paschal,The Lord Will Go Before You,0.752176,0.66151
France D' Amour,Je n'irai pas ailleurs,0.5971,0.661878
Emotion Code,Mesmerise The Future Part 1,0.268397,0.661896
Coffinberry,Welcome To Hell,0.32414,0.662039
POLINA,Tora,0.715499,0.662201
Zeromancer,Send Me An Angel,0.272599,0.662213
Enrique Iglesias,Dicen Por Ahi,0.53715,0.662239
Brian Auger's Oblivion Express,Voices Of Other Times,0.92741,0.662284
Fever Ray,When I Grow Up,0.517138,0.662566
Starless & Bible Black,Hermione,0.577497,0.663239
Bangalafumenga,Baile Da Pesada,0.52038,0.663581
Smart Alex,Chinz Ninja (Rui Da Silva mix),0.412783,0.663811
Bob Azzam,Guarda Che Luna,0.57917,0.663839
Pyrolator,Gold Und Silber,0.45417,0.663976
Sister Hazel,Come Around (Acoustic),0.412577,0.664004
Mix Mob,Intro: The Dragon,0.559728,0.664215
Redman,WKYA (drop),0.856296,0.664284
Glen Washington,Your Love,0.540871,0.664309
Julien Clerc,This Melody (Live),0.311884,0.664756
Foxy Brown / Total,I Can't,0.85341,0.664769
Edmundo Ros,The Wedding Samba,0.617486,0.664946
Blackalicious,Ego Trip by Nikki Giovanni,0.962023,0.664991
Johnny Winter,Be Careful With A Fool,0.705405,0.664997
Louis Prima & Keely Smith,When You're Smiling - Sheik Of Araby,0.893468,0.66511
Rihanna,SOS,0.482628,0.665178
Sugar Minott,Make It With You,0.818157,0.665521
Vusi Mahlasela,Our Sand,0.592942,0.66578
White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),0.36202,0.66607
Barbara Jones,Moonlight Lover,0.825196,0.66641
Claire Elzière,Au mariage des Levon-Lecu (Live),0.963958,0.666585
Gary Hobbs,Soñando En Ti,0.676457,0.666805
David Summers,2.000 Kilometros,0.490071,0.667165
Jah Legacy,What is the best,0.613747,0.667268
Boogie Pimps,Get Back Down,0.296771,0.667493
Black Eyed Peas / Terry Dexter,Magic,0.837702,0.668326
DJ X-Change featuring DJ Joey A,Come Over,0.509964,0.668495
Farlow-Kirch Band,Juke Joint,0.718324,0.668951
Milk Inc.,Losing Love (DJ Wout Remix),0.497571,0.66943
Jah Cure,To Your Arms of Love,0.41319,0.669559
Nine Inch Nails,Survivalism,0.316465,0.669899
Sugar Minott,Now We Know,0.917465,0.669981
Leon Lai,Ji Yi De Hua Yuan,0.221443,0.67016
Bert Kaempfert,Cha Cha Brasilia,0.978639,0.670381
Masta Ace Incorporated,Ain't No Game,0.575366,0.670401
Jape Squad,Bus Monkeys,0.330325,0.670841
CoCo Lee,Mo Jing,0.876073,0.671078
Pierre Perret,Les Trois Orfèvres,0.880222,0.671273
Abraham Laboriel,Exchange,0.968594,0.671297
30 Seconds To Mars,Year Zero,0.108359,0.671436
N.E.R.D.,Intro / Time For Some Action,0.593185,0.671543
K's Choice,A Sound That Only You Can Hear,0.608601,0.671555
Bézu,La bite du plombier,0.824492,0.671613
EPMD,Mr. Bozack,0.510363,0.671666
Captain Hollywood Project,All I Want,0.260171,0.671763
Lonestar,Amie,0.603715,0.67178
Chris Brown,I.Y.A.,0.593324,0.671923
SOJA,Be Aware,0.624547,0.672573
Michelle Tumes,There Is A Redeemer (Your Love Broke Through Album Version),0.406504,0.672607
Chris Farlowe,Gangster Of Love,0.759022,0.672618
The Clash,Lose This Skin,0.55452,0.672619
Bounty Killer,Ask Fi War,0.732676,0.672845
Sasha,Jour De Chance (Lucky Day),0.636729,0.672863
Rick Astley,Close To You,0.692929,0.673033
Kanda Bongo Man,Djessy,0.706206,0.673066
OutKast featuring George Clinton,Synthesizer,0.517503,0.673131
Emilio,Even If I Tried,0.895283,0.673227
The Chieftains,The Raggle Taggle Gypsy,0.81986,0.673405
Usher,Moving Mountains,0.377851,0.673561
Alex Gopher,Aurora (Rory's Cassette Jam Remix),0.256055,0.673801
Sandi Thom,Wounded Hearts,0.638632,0.673929
Mat Kearney,Never Be Ready,0.372083,0.674278
Five Blind Boys of Alabama,I've Got a Home,0.751914,0.675038
Groundhogs,Split Part One,0.212037,0.675452
John Brown,Ms. Marseilles,0.667121,0.675454
Tesla,The Way It Is,0.46174,0.675496
C.C. Adcock,What I Like (Womens),0.572701,0.675576
Aerosmith,Livin' On The Edge,0.367724,0.67569
Daniela Dessì,Afro Profondo,0.411161,0.675858
Jackie Wilson,If I Can't Have You,0.924256,0.676048
Warrior King,Another Love Song,0.671202,0.676425
Jeanne Robertson,Mumbling or hearing loss?,0.497274,0.676493
Atari Teenage Riot,Live At Brixton Academy 1999,0.03286,0.676601
Dave And Ansel Collins,Two Four One,0.988642,0.676894
Oztara,Valérie,0.651204,0.677364
Hatesex,Hatesex (Reborn),0.431533,0.677557
Muse,Can't Take My Eyes Off You,0.276057,0.677611
Naseebo Lal,Dil Naheen Lagda,0.953391,0.67767
Charlie Peacock,The Quality of Life,0.730769,0.677739
Loketo,Menssa,0.966443,0.677756
Marimba Alma De Chiapas De Juan Palacios,Atotonilco,0.960889,0.678208
Emilio,Stuck On Your Love,0.673201,0.678727
Delbert McClinton,He Will Break Your Heart,0.967108,0.678741
Bersuit Vergarabat,Bolivian Surf,0.591633,0.679585
Katie Armiger,Movin On,0.441238,0.680031
Janet Jackson,Greatest X,0.594994,0.680167
Eric Burdon,Motorcycle girl,0.705773,0.680614
Roy Rogers,I Never Picked Cotton,0.957881,0.680865
Soul Ballet,da da Diamonds,0.401168,0.680968
Regina Belle,Quiet Time,0.602198,0.681061
MyKungFu,Hesitate,0.695531,0.681368
Irma Thomas,I Gave You Everything,0.977493,0.681567
SAF,Skopska situacija,0.803608,0.681618
Patrick Bruel,Au Bout De La Marelle,0.613922,0.681921
De La Soul / MF Doom,Rock Co.Kane Flow,0.792556,0.68216
Kenny Price,Biloxi,0.933988,0.682334
Mötley Crüe,Hell On High Heels,0.578493,0.682638
Soul Mekanik,Get Your Head Stuck On Your Neck,0.331973,0.682644
DJ Harry,Shadows,0.413006,0.682901
Mando Diao,All My Senses,0.383753,0.683028
Teenage Fanclub,The World'll Be OK,0.828875,0.683363
Astarte,Risen From Within,0.233679,0.683426
Forensics,Boat Day At the Marina,0.615937,0.683646
Mau Mau,Paseo Colòn,0.626911,0.6837
Cool cavemen,Everyone make love,0.627915,0.683864
Black Eyed Peas / Les Nubians / Mos Def,On My Own,0.407655,0.684222
Michael Jackson,HISTORY,0.455058,0.684394
Rocker-T,Jah The Only One,0.802262,0.684406
Beenie Man,Imagination,0.946893,0.684643
Chalk Farm,Lillie Anne,0.531415,0.68468
Redman / Hurricane G / Melanie Rutherford,Soopman Luva 6 1/2,0.534977,0.684768
Bebo Norman,Borrow Mine,0.440289,0.68515
Al DiMeola,July,0.768948,0.685476
Glen Campbell,I'm Gone This Time,0.665944,0.685578
Britney Spears feat. Pharrell Williams,Boys,0.855503,0.685804
Der Plan,Frisch Verliebt,0.958985,0.685807
Lambda,Hold On Tight,0.621957,0.685814
Beaver Harris,Glo-Billy-Vee-Vee,0.809468,0.68602
Aaron Watson,Sweet Contradiction,0.648157,0.68609
Greg Vaccariello,Mom's Phone,0.337192,0.68615
Otis Spann,Can't Do Me No Good,0.921454,0.686276
Legacy Five,Wy Wouldn't I,0.881742,0.686801
Neema,Goodfellas,0.784641,0.6869
Ricardo Lemvo,Yiri Yiri Bon,0.789589,0.687533
The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,No Mercy Remix (Cade Money Remix),0.875652,0.687839
The Rongetz Foundation,East,0.395136,0.688195
Jimmy McGriff,Cumayon,0.640107,0.68826
Information Society,More to This,0.715224,0.688268
Beastie Boys,Shadrach,0.730203,0.688409
Catherine Howe,Freedom Enough (From Silent Mother Nature),0.815731,0.688897
Carl Cox Vs Yousef,I Want You (Forever),0.11751,0.689095
Monique Marvez,No Bad Oral Sex / Dick Dessert,0.645546,0.689677
Kanda Bongo Man,Dyna,0.925495,0.68977
Delroy Wilson,Half Way Up The Stairs,0.885752,0.689843
Cantara,Ubi Caritas,0.382552,0.690059
Neil Diamond,Song Sung Blue,0.336591,0.690511
Elephant Man,Bruk Out and Wine,0.914273,0.690625
Ace Da Vinci,D Solo,0.551805,0.690869
Cama,Walk With You,0.963587,0.690933
Ben E. King,Love Is Gonna Get You,0.755567,0.691214
Jeff Beck,Head For Backstage Pass,0.96408,0.691265
I Wayne,Grow Proper,0.768729,0.691379
Kanye West,Through The Wire,0.642484,0.691657
Enrique Iglesias,Do You Know? (The Ping Pong Song),0.682689,0.691694
Kenny G featuring Daryl Hall,Baby Come To Me,0.697841,0.692337
Steve Morse,Prognosis,0.35875,0.692513
Johnny Osbourne,Lend Me Your Chopper,0.60151,0.692622
Bug Mafia,Poezie De Strada / Street Poetry,0.787945,0.692788
Belle and Sebastian,I Could Be Dreaming,0.565187,0.69284
Teena Marie,Playboy,0.925715,0.69299
Ino,Silence tells you all,0.874305,0.693505
Space Opera,Awake II,0.2599,0.693599
Orbital,I Don't Know You People,0.583386,0.693756
"Ricky Martin Feat. La Mari de \Chambao""",Tu Recuerdo,0.358667,0.693769
Blackalicious,Rock the Spot,0.794844,0.694413
Anneli Drecker,Fire Alarm,0.726262,0.694447
Barbara Jones,You Are Always On My Mind,0.844718,0.694471
Jeff And Sheri Easter,Morning's Coming,0.477659,0.694473
Gaither Vocal Band,Passin' The Faith Along,0.665743,0.69476
D.O.W.N.,I Don't Give a F**k,0.562877,0.695235
Warren Barfield,Unleashed,0.937884,0.695341
Mickey And The Students,Gimme Gimme Song,0.582487,0.695623
Everyday Sunday,Don't Leave,0.232694,0.695875
